,group,sender,msg_id,reply,text,date,reactions
1,https://t.me/+synza2388S80NWM0,5328388801,278,274,I can do it from 15h00 if you want to have a meeting,2024-03-29 12:03:11+00:00,"MessageReactions(results=[ReactionCount(reaction=ReactionEmoji(emoticon='🤝'), count=1, chosen_order=None)], min=False, can_see_list=True, reactions_as_tags=False, recent_reactions=[MessagePeerReaction(peer_id=PeerUser(user_id=382281069), date=datetime.datetime(2024, 3, 29, 12, 3, 56, tzinfo=datetime.timezone.utc), reaction=ReactionEmoji(emoticon='🤝'), big=False, unread=False, my=False)])"
1,https://t.me/+synza2388S80NWM0,984447467,277,,"Also yesterday I made a small script to automatically translate the messages, we could incorporate it before the embeddings",2024-03-29 12:01:18+00:00,"MessageReactions(results=[ReactionCount(reaction=ReactionEmoji(emoticon='🤝'), count=1, chosen_order=None)], min=False, can_see_list=True, reactions_as_tags=False, recent_reactions=[MessagePeerReaction(peer_id=PeerUser(user_id=382281069), date=datetime.datetime(2024, 3, 29, 12, 1, 32, tzinfo=datetime.timezone.utc), reaction=ReactionEmoji(emoticon='🤝'), big=False, unread=False, my=False)])"
1,https://t.me/+synza2388S80NWM0,382281069,276,273,"or just merge your changes to the main branch, that's unnecessary for now...",2024-03-29 12:01:12+00:00,
1,https://t.me/+synza2388S80NWM0,984447467,275,274,I'm available if you want to meet,2024-03-29 11:59:40+00:00,
1,https://t.me/+synza2388S80NWM0,382281069,274,,Do we have a meeting today?,2024-03-29 11:58:31+00:00,
1,https://t.me/+synza2388S80NWM0,382281069,273,272,then create a pull request to update the main branch.,2024-03-29 11:47:54+00:00,
1,https://t.me/+synza2388S80NWM0,480675472,272,,On my branch,2024-03-29 11:44:56+00:00,
1,https://t.me/+synza2388S80NWM0,480675472,271,,Yesterday I added also the message_id and reply_to_id information into the dataset,2024-03-29 11:44:40+00:00,"MessageReactions(results=[ReactionCount(reaction=ReactionEmoji(emoticon='👌'), count=1, chosen_order=None)], min=False, can_see_list=True, reactions_as_tags=False, recent_reactions=[MessagePeerReaction(peer_id=PeerUser(user_id=382281069), date=datetime.datetime(2024, 3, 29, 11, 45, 17, tzinfo=datetime.timezone.utc), reaction=ReactionEmoji(emoticon='👌'), big=False, unread=False, my=False)])"
1,https://t.me/+synza2388S80NWM0,480675472,270,,I think it is useful to add also the information about the replies,2024-03-29 11:43:57+00:00,
1,https://t.me/+synza2388S80NWM0,382281069,269,267,"yeah, first i will change the code to save the hash(user_id) instead of the real user_id. Then we can encode it to one hot or ....",2024-03-29 11:42:15+00:00,
1,https://t.me/+synza2388S80NWM0,480675472,268,,You could normalize it and use it as feature for the model,2024-03-29 11:41:16+00:00,"MessageReactions(results=[ReactionCount(reaction=ReactionEmoji(emoticon='🤝'), count=1, chosen_order=None)], min=False, can_see_list=True, reactions_as_tags=False, recent_reactions=[MessagePeerReaction(peer_id=PeerUser(user_id=382281069), date=datetime.datetime(2024, 3, 29, 11, 42, 19, tzinfo=datetime.timezone.utc), reaction=ReactionEmoji(emoticon='🤝'), big=False, unread=False, my=False)])"
1,https://t.me/+synza2388S80NWM0,480675472,267,,The user id is already in the dataset if i’m not wrong,2024-03-29 11:40:48+00:00,
1,https://t.me/+synza2388S80NWM0,382281069,266,,"I’m trying to build an RNN model to detect changes in topics from a timeline of messages. I’m using a sentence transformer to embed each message and feeding these embeddings one by one to detect if the topic has changed or if it is related to the previous messages. In addition to the embeddings, I want to add user data. I do not want to profile users, but adding the information that these two messages has been sent by the same user. How can I add this data to my embedding?

ChatGPT:
You can incorporate user information into your embeddings by using a technique called feature concatenation. Here’s a general idea of how you can do it:

User ID Encoding: Assign a unique ID to each user and use one-hot encoding or an embedding layer to convert these IDs into fixed-length vectors. This will allow your model to learn and understand user-specific characteristics.
Concatenation: After you have both the message embeddings (from Sentence Transformer) and user embeddings (from User ID Encoding), you can concatenate these two vectors to form a new input vector. This new vector now contains information from both the message and the user.",2024-03-29 11:24:50+00:00,"MessageReactions(results=[], min=False, can_see_list=True, reactions_as_tags=False, recent_reactions=[])"
1,https://t.me/+synza2388S80NWM0,5328388801,265,,"Sorry i got caught up in the middle of something and I forgot to send it, I'll send it now",2024-03-28 18:46:07+00:00,"MessageReactions(results=[ReactionCount(reaction=ReactionEmoji(emoticon='🤝'), count=2, chosen_order=None)], min=False, can_see_list=True, reactions_as_tags=False, recent_reactions=[MessagePeerReaction(peer_id=PeerUser(user_id=984447467), date=datetime.datetime(2024, 3, 28, 19, 33, 7, tzinfo=datetime.timezone.utc), reaction=ReactionEmoji(emoticon='🤝'), big=False, unread=False, my=False), MessagePeerReaction(peer_id=PeerUser(user_id=382281069), date=datetime.datetime(2024, 3, 28, 18, 50, 54, tzinfo=datetime.timezone.utc), reaction=ReactionEmoji(emoticon='🤝'), big=False, unread=False, my=False)])"
1,https://t.me/+synza2388S80NWM0,984447467,264,,Did someone write? I can send an email now in case,2024-03-28 18:08:04+00:00,
1,https://t.me/+synza2388S80NWM0,5328388801,263,,"This is what i thought 

I didn't wanted to put a strict timeline, unless she tells us to give her one
(Since we talked about a 2 week to deadline for ourself)

If you guys think of adding or changing something in it let me know",2024-03-28 16:30:26+00:00,"MessageReactions(results=[ReactionCount(reaction=ReactionEmoji(emoticon='👍'), count=2, chosen_order=0), ReactionCount(reaction=ReactionEmoji(emoticon='👌'), count=1, chosen_order=None)], min=False, can_see_list=True, reactions_as_tags=False, recent_reactions=[MessagePeerReaction(peer_id=PeerUser(user_id=480675472), date=datetime.datetime(2024, 3, 28, 17, 31, 25, tzinfo=datetime.timezone.utc), reaction=ReactionEmoji(emoticon='👍'), big=False, unread=False, my=False), MessagePeerReaction(peer_id=PeerUser(user_id=382281069), date=datetime.datetime(2024, 3, 28, 16, 34, 58, tzinfo=datetime.timezone.utc), reaction=ReactionEmoji(emoticon='👌'), big=False, unread=False, my=False), MessagePeerReaction(peer_id=PeerUser(user_id=984447467), date=datetime.datetime(2024, 3, 28, 16, 34, 2, tzinfo=datetime.timezone.utc), reaction=ReactionEmoji(emoticon='👍'), big=False, unread=False, my=False)])"
1,https://t.me/+synza2388S80NWM0,382281069,262,261,"Excellent
Don't forget to put us in cc",2024-03-28 16:28:19+00:00,"MessageReactions(results=[ReactionCount(reaction=ReactionEmoji(emoticon='👍'), count=1, chosen_order=None)], min=False, can_see_list=True, reactions_as_tags=False, recent_reactions=[MessagePeerReaction(peer_id=PeerUser(user_id=5328388801), date=datetime.datetime(2024, 3, 28, 16, 29, 23, tzinfo=datetime.timezone.utc), reaction=ReactionEmoji(emoticon='👍'), big=False, unread=False, my=False)])"
1,https://t.me/+synza2388S80NWM0,5328388801,261,,"Hello Prof. Pernici,

We wanted to update you on how the project is going and what we plan to do. 

We had a meeting with PoliNetwork associates this week, they gave us an unofficial approval, but they said they have to talk back with the association's board and will give us the feedback.

For now we have started testing methods that you sent us (Laser Embedding and sentence transformer).

Also, we have implemented the script in which we are going to use to gather the data.

As for the next steps for the coming days we plan to work on the data gathering pipeline and the preprocessing stage, As well as reading more about the the embedding techniques and the best approach we can take for detecting the change of topic in a conversation.

Here is a link to our GitHub repo:
https://github.com/amirmosio/telegram-event-detection",2024-03-28 16:27:10+00:00,"MessageReactions(results=[ReactionCount(reaction=ReactionEmoji(emoticon='❤'), count=2, chosen_order=None)], min=False, can_see_list=True, reactions_as_tags=False, recent_reactions=[MessagePeerReaction(peer_id=PeerUser(user_id=984447467), date=datetime.datetime(2024, 3, 28, 16, 33, 54, tzinfo=datetime.timezone.utc), reaction=ReactionEmoji(emoticon='❤'), big=False, unread=False, my=False), MessagePeerReaction(peer_id=PeerUser(user_id=382281069), date=datetime.datetime(2024, 3, 28, 16, 28, 21, tzinfo=datetime.timezone.utc), reaction=ReactionEmoji(emoticon='❤'), big=False, unread=False, my=False)])"
1,https://t.me/+synza2388S80NWM0,382281069,260,,"Hi Prof. Barbara,
I just wanted to update you of what we are doing and what we plan to do. We already talked with Poli network associates, and they gave us an unofficial approval. They said that they would talk into it and will give us the unofficial answer. For now we started testing methods that you have sent (Laser Embedding and sentence transformer). Also, we have implemented the script in which we are going to use  to gather the data. here is a link to our GitHub repo:
https://github.com/amirmosio/telegram-event-detection",2024-03-28 16:03:35+00:00,
1,https://t.me/+synza2388S80NWM0,5328388801,259,,I'll be in the meeting in 5mins,2024-03-28 15:52:22+00:00,"MessageReactions(results=[ReactionCount(reaction=ReactionEmoji(emoticon='🤝'), count=1, chosen_order=None)], min=False, can_see_list=True, reactions_as_tags=False, recent_reactions=[MessagePeerReaction(peer_id=PeerUser(user_id=382281069), date=datetime.datetime(2024, 3, 28, 15, 52, 45, tzinfo=datetime.timezone.utc), reaction=ReactionEmoji(emoticon='🤝'), big=False, unread=False, my=False)])"
1,https://t.me/+synza2388S80NWM0,382281069,258,,@ErfanAmidi_I,2024-03-28 15:51:43+00:00,
1,https://t.me/+synza2388S80NWM0,382281069,257,,https://meet.google.com/akm-dase-qca,2024-03-28 15:48:16+00:00,
1,https://t.me/+synza2388S80NWM0,480675472,256,,Ok,2024-03-28 15:46:18+00:00,
1,https://t.me/+synza2388S80NWM0,382281069,255,,"@ErfanAmidi_I 
@LorenzoMondo 
I want to send an email to the prof to tell about our plan and update her about the work. But i think i should also mention about our timeline. Are you ok if we decide now? Should i send the meet link?",2024-03-28 15:43:36+00:00,
1,https://t.me/+synza2388S80NWM0,382281069,254,,"Also we should take into consideration the preprocessing stage. I'm we probably have to remove all the empty message(messages without text, maybe images or Gif...)
and translate the messages into eng
and after all that we can start to implement smt to label data manually",2024-03-28 15:39:04+00:00,
